submission_id,platform,campaign_type,days_live,creator_followers,avg_views_30d,video_length_sec,views,likes,comments,shares,saves,reach,avg_watch_time_sec,completion_rate,tier1_audience_pct,profile_traffic_pct,search_traffic_pct,fyp_reels_explore_pct,graph_pattern,retention_pattern,max_view_jump_pct,flatline_hours_before_jump,like_freeze_flag,late_like_spike_flag,no_matching_engagement_flag,comment_quality,suspicious_comment_pct,repeated_comment_pct,bot_like_profile_pct,views_to_avg_multiplier,like_rate,comment_rate,share_rate,engagement_rate,reach_view_ratio,fraud_risk_score,risk_level,label,decision_recommendation,likely_fraud_type,reviewer_reason,suggested_action,source_type,source_note
SYN-0089,YouTube Shorts,Tech Gadget,5,171411,214500,12,527911,9535,701,2425,224,340883,6.6,0.5504,0.7166,0.1206,0.081,0.7575,normal_viral_smooth,gradual_drop,0.0708,1,False,False,False,relevant_discussion,0.0761,0.0157,0.0808,2.4611,0.018062,0.001328,0.004594,0.023983,0.645721,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0270,YouTube Shorts,Car Slideshows,10,182,50,15,10000,520,1,6,5,6696,0.86,0.0571,0.4409,0.7053,0.1141,0.1509,flat_then_spike,flat_retention,2.3589,35,False,True,True,emoji_spam,0.5302,0.9233,0.5651,200.0,0.052,0.0001,0.0006,0.0527,0.6696,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0234,TikTok,Fitness Clip,13,99,105,30,13879,70,1,2,60,9542,5.26,0.1753,0.1939,0.7503,0.3098,0.0,likes_freeze,broken_or_missing,3.0438,8,True,False,True,none,0.6857,0.3662,0.8432,132.181,0.005044,7.2e-05,0.000144,0.00526,0.687514,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0299,TikTok,AI App Demo,5,4598,6029,25,216462,1641,12,50,1275,157565,0.84,0.0334,0.3375,0.8838,0.2992,0.0,vertical_spike_no_engagement,broken_or_missing,2.5699,15,False,False,True,emoji_spam,0.651,0.5914,0.8109,35.9035,0.007581,5.5e-05,0.000231,0.007867,0.727911,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0096,Instagram,Anime Edit,8,646,285,20,733,40,4,6,3,476,12.42,0.6211,0.45,0.1739,0.0588,0.6684,smooth_gradual,gradual_drop,0.3428,1,False,False,False,relevant_discussion,0.0951,0.0786,0.0063,2.5719,0.05457,0.005457,0.008186,0.068213,0.649386,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0191,YouTube Shorts,AI App Demo,9,7840,9068,30,583449,4949,118,666,369,242976,10.17,0.3389,0.6284,0.4863,0.2819,0.2236,step_like_batches,sudden_drop,0.7721,6,False,False,False,emoji_spam,0.5814,0.4618,0.4861,64.3415,0.008482,0.000202,0.001141,0.009826,0.416448,63,High,suspicious,Reject and ask for analytics in ticket,possible_autoswipe,comment quality: emoji_spam,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0085,YouTube Shorts,Travel Hook,5,22594,25701,60,48562,1824,27,242,33,35586,18.85,0.3142,0.5134,0.1643,0.1107,0.6465,smooth_gradual,gradual_drop,0.2436,2,False,False,False,mixed,0.0311,0.0451,0.1652,1.8895,0.03756,0.000556,0.004983,0.0431,0.732795,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0229,TikTok,Anime Edit,3,1086,1444,12,88928,6122,9,8,124,86618,2.45,0.2042,0.0467,0.8451,0.1534,0.0,step_like_batches,flat_retention,2.7515,51,False,False,False,none,0.9384,0.8101,0.8014,61.5845,0.068842,0.000101,9e-05,0.069033,0.974024,97,Critical,botted,Reject,fake_boost,large sudden view jump; high profile/search-style traffic; comment quality: none,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0144,YouTube Shorts,Anime Edit,8,7541,1006,60,10000,115,5,2,4,5778,20.72,0.3454,0.3822,0.2748,0.0705,0.6189,step_like_batches,sudden_drop,1.4354,22,False,False,True,emoji_spam,0.5679,0.1456,0.3758,9.9404,0.0115,0.0005,0.0002,0.0122,0.5778,55,Medium,suspicious,Needs Manual Review,possible_fake_views,large sudden view jump; views rise without matching engagement; comment quality: emoji_spam,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0216,TikTok,Mobile Game Speedrun,4,4790,4956,30,594667,669,82,65,923,402919,3.3,0.1099,0.1669,0.5255,0.4429,0.0308,step_like_batches,broken_or_missing,3.3168,65,False,False,False,generic_repeated,0.8255,0.5605,0.83,119.9893,0.001125,0.000138,0.000109,0.001372,0.677554,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; high profile/search-style traffic; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0117,TikTok,Tech Gadget,3,7914,4975,60,122495,2658,5,29,146,97274,6.91,0.1151,0.3988,0.5318,0.2459,0.1349,late_like_spike,flat_or_odd,0.3945,28,False,True,True,unrelated,0.5911,0.2105,0.3187,24.6221,0.021699,4.1e-05,0.000237,0.021976,0.794106,62,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,views rise without matching engagement; late like spike; high profile/search-style traffic; comment quality: unrelated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0256,Instagram,Car Slideshows,14,96345,32238,45,850000,4701,40,401,4554,290847,9.78,0.2174,0.2416,0.5046,0.4423,0.0,likes_freeze,very_low_watch_time,1.6266,63,True,False,False,unrelated,0.8138,0.8502,0.8055,26.3664,0.005531,4.7e-05,0.000472,0.006049,0.342173,99,Critical,botted,Reject,view_injection,large sudden view jump; likes freeze while views increase; high profile/search-style traffic; comment quality: unrelated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0203,Instagram,Fitness Clip,4,82254,110238,15,850000,1405,7,327,783,43598,2.12,0.141,0.3101,0.6516,0.1215,0.1412,step_like_batches,very_low_watch_time,1.1947,47,False,False,False,emoji_spam,0.4709,0.5806,0.716,7.7106,0.001653,8e-06,0.000385,0.002046,0.051292,99,Critical,botted,Reject,fake_views,large sudden view jump; low reach-to-view ratio; high profile/search-style traffic; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0063,TikTok,Travel Hook,7,130,50,12,463,42,6,7,1,329,9.56,0.7965,0.441,0.1182,0.0764,0.7109,normal_viral_smooth,strong_retention,0.1388,0,False,False,False,relevant_discussion,0.0115,0.044,0.0546,9.26,0.090713,0.012959,0.015119,0.11879,0.710583,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0232,Instagram,Mobile Game Speedrun,11,61627,34851,25,850000,1377,114,187,2301,101669,4.29,0.1717,0.3405,0.4194,0.1925,0.3828,step_like_batches,broken_or_missing,2.9945,54,False,False,False,none,0.6279,0.888,0.853,24.3895,0.00162,0.000134,0.00022,0.001974,0.119611,99,Critical,botted,Reject,fake_likes,large sudden view jump; low reach-to-view ratio; comment quality: none,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0257,TikTok,AI App Demo,4,116133,161504,15,850000,5227,3,289,4237,560114,1.26,0.0841,0.5162,0.7794,0.2761,0.0,likes_freeze,flat_retention,0.996,44,True,True,True,emoji_spam,0.4549,0.6839,0.5932,5.263,0.006149,4e-06,0.00034,0.006493,0.658958,99,Critical,botted,Reject,autoclick_autoswipe,views rise without matching engagement; high views with almost no comments; likes freeze while views increase; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0187,Instagram,Car Slideshows,4,4441,5400,25,83630,873,42,8,69,15697,8.01,0.3206,0.4359,0.331,0.2666,0.3964,flat_then_spike,sudden_drop,1.5874,28,False,False,True,emoji_spam,0.1628,0.2914,0.4098,15.487,0.010439,0.000502,9.6e-05,0.011037,0.187696,51,Medium,suspicious,Needs Manual Review,possible_engagement_pod,large sudden view jump; views rise without matching engagement; low reach-to-view ratio; comment quality: emoji_spam,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0269,YouTube Shorts,Finance Explainer,12,185,50,10,10000,8,1,3,1,7213,1.99,0.1987,0.0318,0.608,0.3816,0.0,step_like_batches,broken_or_missing,4.1207,41,False,False,True,generic_repeated,0.6271,0.9456,0.8649,200.0,0.0008,0.0001,0.0003,0.0012,0.7213,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0050,TikTok,Anime Edit,2,673,141,25,190,20,1,2,0,175,12.79,0.5116,0.6843,0.0575,0.0452,0.8855,smooth_gradual,strong_retention,0.11,4,False,False,False,mixed,0.007,0.0413,0.1661,1.3475,0.105263,0.005263,0.010526,0.121053,0.921053,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0273,TikTok,Mobile Game Speedrun,8,4704,6988,45,134531,532,8,18,807,90488,7.98,0.1774,0.4517,0.5419,0.4936,0.0,vertical_spike_no_engagement,broken_or_missing,2.4164,65,False,False,True,generic_repeated,0.9084,0.7568,0.5987,19.2517,0.003954,5.9e-05,0.000134,0.004148,0.672618,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0022,Instagram,Car Slideshows,14,184644,202275,12,527115,39827,658,424,1770,403868,9.69,0.8076,0.8978,0.1691,0.0358,0.728,normal_viral_smooth,gradual_drop,0.1906,3,False,False,False,mixed,0.0964,0.0682,0.0916,2.6059,0.075557,0.001248,0.000804,0.077609,0.766186,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0178,Instagram,Anime Edit,3,83997,103119,60,600000,5106,413,970,3471,321984,14.42,0.2403,0.6117,0.4726,0.0453,0.4339,low_engagement_smooth,flat_or_odd,0.831,22,False,False,False,mixed,0.2263,0.1006,0.3004,5.8185,0.00851,0.000688,0.001617,0.010815,0.53664,65,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,mixed signals require analytics,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0171,YouTube Shorts,AI App Demo,9,983,661,10,24034,87,8,24,18,22047,3.6,0.3597,0.5021,0.2167,0.245,0.4914,step_like_batches,sudden_drop,0.5696,13,False,False,False,emoji_spam,0.1513,0.1374,0.2931,36.3601,0.00362,0.000333,0.000999,0.004951,0.917325,64,High,suspicious,Reject and ask for analytics in ticket,possible_autoswipe,comment quality: emoji_spam,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0073,TikTok,Tech Gadget,5,875,906,10,1754,225,5,25,3,1189,5.55,0.5546,0.8389,0.063,0.0161,0.9134,normal_viral_smooth,strong_retention,0.2428,3,False,False,False,short_but_relevant,0.0204,0.0623,0.0353,1.936,0.128278,0.002851,0.014253,0.145382,0.677879,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
